-39.84375	4.9921843514e-30	-0.134710365121	2.21407733277e-15	-3.00076516756e-16	2.24491209143e-32 
-39.6875	2.00391543697e-31	0.812832192786	3.0773524714e-16	3.25100847991e-16	8.12815467791e-32 
-39.53125	3.4658126481e-30	-1.57648948991	-1.05987298439e-17	-1.86163914737e-15	5.90357713265e-32 
-39.375	4.05089752629e-30	0.373780952047	1.87371523029e-15	7.349073153e-16	3.26344315178e-31 
-39.21875	1.61312521764e-30	-2.43700816273	-9.67656104848e-16	-8.22658422673e-16	4.11812440556e-31 
-39.0625	2.85658804362e-30	1.8296745934	-4.32670807955e-16	1.63382496479e-15	1.11198154469e-30 
-38.90625	9.59684150533e-30	1.19093622434	1.14866348604e-15	2.8770494784e-15	6.70929293415e-31 
-38.75	7.42255807979e-31	0.135391008048	8.53658394436e-16	1.16289094877e-16	1.40332255333e-31 
-38.59375	4.87284350054e-30	-0.031656832749	2.20634579947e-15	-6.98692614644e-17	3.54308667507e-31 
-38.4375	7.91874985584e-31	-1.36080239579	1.85497675043e-16	-8.70324995699e-16	3.63507992257e-31 
-38.28125	6.2993316621e-30	1.64617365116	-1.8900644723e-16	2.50272016514e-15	1.39751739799e-30 
-38.125	1.05406145856e-30	-2.39511625254	-7.53667856469e-16	-6.97170151891e-16	6.80940367544e-31 
-37.96875	3.91013852889e-30	2.51738831135	-1.60452421553e-15	1.15569916962e-15	3.13535752573e-31 
-37.8125	1.61608633493e-30	-1.46847030844	1.29855455944e-16	-1.26460424461e-15	2.02102348771e-30 
-37.65625	7.45535185192e-30	-2.79611813112	-2.56912007052e-15	-9.24647995276e-16	2.31006269033e-31 
-37.5	7.56875060705e-30	-1.912927399	-9.22993585025e-16	-2.59168544562e-15	1.32715103661e-30 
-37.34375	3.94430452611e-30	1.9744927692	-7.80151894404e-16	1.82638099743e-15	1.08703628503e-30 
-37.1875	5.36980083374e-30	-2.18020536709	-1.32637339266e-15	-1.90014064137e-15	3.30449931383e-30 
-37.03125	2.64283810689e-30	-1.35760726328	3.43958030526e-16	-1.58887727031e-15	5.7698528953e-31 
-36.875	4.4570641145e-30	0.195231224023	2.07106965409e-15	4.09554150747e-16	1.26138819323e-31 
-36.71875	1.71823765918e-30	1.47695983029	1.22821915435e-16	1.30504882525e-15	1.22187183474e-30 
-36.5625	1.74781994313e-30	0.0748201178802	1.31835268568e-15	9.8823779028e-17	1.50400928685e-30 
-36.40625	9.69127948016e-30	-1.08726989868	1.44728495969e-15	-2.75620132168e-15	6.77772363249e-31 
-36.25	1.79958894004e-30	0.156922449069	1.32500461589e-15	2.09646626259e-16	6.66387559402e-31 
-36.09375	9.63396380501e-30	0.918874323511	1.88316119781e-15	2.46731994441e-15	2.25633413493e-31 
