-39.84375	3.39559254146e-35	8.33198640398e-34	8.29731214455e-34	1.31220295711e-33	1.16534166581e-33	2.67862248711e-34	2.67961163576e-33	5.50337676119e-35	2.44601548152e-35	1.6528432891e-33	5.45429378782e-36	3.10488665416e-34	8.92320411165e-34	5.83056888669e-34
-39.6875	0.0	2.19528576544e-33	1.38285391907e-34	3.2498640546e-34	5.71493187994e-34	3.56297480527e-34	1.09661929634e-33	1.90429051685e-35	9.45079168603e-35	1.55014630326e-34	1.77666971249e-33	3.1149231605e-34	4.01829680231e-35	1.01516531371e-33
-39.53125	3.39559254146e-35	2.33112487668e-33	7.20806257448e-34	2.48271384102e-34	1.40292972791e-33	6.95891493972e-34	8.69225221106e-34	9.92711484896e-33	2.49574469405e-33	4.97479770406e-36	2.02598342717e-33	9.0172539912e-34	1.38945947642e-33	6.74389555643e-34
-39.375	3.39559254146e-35	1.67197082905e-33	2.2268564982e-34	2.79827567801e-34	1.13594092532e-33	1.02224019515e-33	2.46203761468e-33	2.74017137131e-33	6.04191522139e-34	3.12232846407e-33	1.17072972944e-33	1.02993747138e-33	2.7167649278e-33	6.15204918225e-34
-39.21875	5.43294806633e-34	4.63994816488e-34	4.50291357844e-34	4.15324083291e-33	1.61702529004e-33	7.48591133644e-34	8.51006991158e-34	4.16001220243e-33	3.08851171477e-33	6.10918473805e-34	9.67072397083e-34	1.59872954981e-33	3.02747256588e-33	2.44039710774e-34
-39.0625	0.0	4.23359610882e-33	4.52329982832e-34	1.82509351365e-34	1.81497452759e-34	1.33769617865e-34	1.69881478749e-34	2.55923010647e-33	3.9520614266e-34	9.20988610762e-34	2.4877698993e-33	8.67132445709e-34	1.18301765242e-34	5.96581203736e-34
-38.90625	3.39559254146e-35	6.33448825385e-34	8.73627199495e-34	1.38150286511e-33	2.99656381655e-34	1.69922245645e-33	2.336701027e-34	2.12093402468e-33	1.04627031245e-32	3.57155463288e-33	6.1735933471e-34	5.20602001371e-34	1.38219674885e-33	7.90474370682e-34
-38.75	0.0	1.19475365027e-33	1.25185446385e-34	3.50579435189e-35	3.4907480242e-34	2.36227344741e-35	1.01536380838e-33	4.06852700752e-34	3.38542373037e-35	9.62964972194e-36	6.3980746922e-34	1.65058214765e-34	9.87039096498e-34	6.32096226279e-34
-38.59375	0.0	5.37792012909e-34	1.92029432142e-34	1.06799935055e-33	1.51818204044e-34	1.52607378601e-34	3.2524583986e-33	2.77668567428e-33	9.86287734285e-33	1.19181512102e-33	6.2476114153e-34	1.77584856543e-34	4.3337131607e-34	2.07737677968e-35
-38.4375	3.72139036099e-35	1.18177027184e-33	4.75398616361e-34	7.21146004314e-34	1.43881762102e-34	6.69573153551e-35	6.47609113604e-34	6.74987845527e-34	3.33262476307e-34	8.12844962605e-34	3.61259627891e-34	8.01036731116e-35	7.44125477901e-34	4.19929323804e-34
-38.28125	1.69779627073e-34	7.53679627367e-34	1.35929774238e-33	3.09665640295e-34	1.02707269179e-33	2.38483435237e-34	7.53518768312e-34	6.16758440277e-34	3.79925947834e-34	2.07731203549e-35	8.69224279795e-34	2.44388889264e-34	1.23475487836e-35	4.71862224265e-34
-38.125	0.0	1.5173589091e-33	1.34484076898e-33	7.23823842728e-34	1.37131274378e-33	1.2312655652e-33	5.57455185155e-34	4.55151412638e-36	4.84690815759e-34	1.01033551612e-33	1.50679453111e-33	7.75066669728e-34	4.94121401357e-34	1.90247804664e-33
-37.96875	3.39559254146e-35	6.06943707604e-34	9.60965885543e-35	1.06207164166e-33	1.54883236416e-33	5.32564940706e-34	1.75203802608e-34	2.14791355704e-33	3.49266248216e-33	4.4535020285e-37	2.84880091807e-33	9.36524292412e-34	5.91875168513e-34	5.02234251712e-34
