-14.94140625	1.42965407175e-22	5.42030809667e-22	1.94051490491e-21	4.59479382127e-21	1.42607855901e-20	1.6755298633e-27	1.4179844874e-20	4.5524958755e-21	1.90616973042e-21	5.31027482073e-22	1.38881143588e-22
-14.8828125	1.44953339622e-22	5.47085397109e-22	1.95628884887e-21	4.61114229612e-21	1.42881271535e-20	6.08790624586e-27	1.41254534569e-20	4.52682039389e-21	1.88771864669e-21	5.24940056401e-22	1.36735319455e-22
-14.82421875	1.47452265275e-22	5.54201038933e-22	1.97860226146e-21	4.64425509921e-21	1.43640162734e-20	1.37766865724e-26	1.41199901975e-20	4.51730344663e-21	1.87543032376e-21	5.20974057285e-22	1.35114648724e-22
-14.765625	1.49787920777e-22	5.60474538029e-22	1.99828126285e-21	4.66967646947e-21	1.44181344486e-20	2.40034870977e-26	1.40917561283e-20	4.5004288005e-21	1.86064567082e-21	5.16035404403e-22	1.33288258393e-22
-14.70703125	1.52295480498e-22	5.67406028296e-22	2.02013428963e-21	4.7003687581e-21	1.44860326092e-20	3.81191970006e-26	1.40780296795e-20	4.48805764943e-21	1.84753970984e-21	5.11822565719e-22	1.31645411732e-22
-14.6484375	1.54831421469e-22	5.74295592435e-22	2.04158408245e-21	4.72940501642e-21	1.4550666966e-20	5.42039726359e-26	1.40593584113e-20	4.47452111946e-21	1.83425782231e-21	5.07351190166e-22	1.29962372125e-22
-14.58984375	1.57461038472e-22	5.81450567344e-22	2.06420423988e-21	4.76076535763e-21	1.46202093704e-20	7.46145830294e-26	1.4046474146e-20	4.4624483362e-21	1.82153249572e-21	5.03241318313e-22	1.28378336723e-22
-14.53125	1.6014922093e-22	5.88763937807e-22	2.08703976957e-21	4.79224897343e-21	1.46909936338e-20	9.72266312203e-26	1.4033475728e-20	4.45068665377e-21	1.809113547e-21	4.99094724262e-22	1.26805839869e-22
-14.47265625	1.62942425968e-22	5.9630515186e-22	2.11065459042e-21	4.8250077229e-21	1.47649831029e-20	1.23298929906e-25	1.40235508317e-20	4.43980484327e-21	1.79712201957e-21	4.951348597e-22	1.25284776144e-22
-14.4140625	1.65790053266e-22	6.04011916127e-22	2.13488550006e-21	4.8586353349e-21	1.4841059767e-20	1.52868754912e-25	1.40151747848e-20	4.42945166853e-21	1.78541359932e-21	4.91263545784e-22	1.2380987643e-22
-14.35546875	1.68753443059e-22	6.11970726092e-22	2.15970683862e-21	4.89325311514e-21	1.49200552913e-20	1.85256402795e-25	1.40090659269e-20	4.41986249765e-21	1.77413103654e-21	4.87505881022e-22	1.22361646535e-22
-14.296875	1.71778149063e-22	6.20115887697e-22	2.18524770717e-21	4.92888742707e-21	1.50015941132e-20	2.21022358708e-25	1.40047238364e-20	4.41092987652e-21	1.76314637253e-21	4.83838436173e-22	1.20967411799e-22
-14.23828125	1.74919786412e-22	6.28483592826e-22	2.21149345088e-21	4.96561082863e-21	1.50857699727e-20	2.60936254084e-25	1.40028720522e-20	4.4025388689e-21	1.75249619567e-21	4.80321653995e-22	1.19608653157e-22
-14.1796875	1.78135339635e-22	6.37120198667e-22	2.23836958596e-21	5.00320457937e-21	1.51729876105e-20	3.02490089484e-25	1.40024834833e-20	4.39503195661e-21	1.74226575966e-21	4.76833633467e-22	1.182694718e-22
-14.12109375	1.81479561624e-22	6.45939375478e-22	2.26609115235e-21	5.04216633549e-21	1.52627053204e-20	3.49912984874e-25	1.40047286321e-20	4.38792350883e-21	1.73222893387e-21	4.73543564717e-22	1.16993950011e-22
-14.0625	1.84888507151e-22	6.55057792462e-22	2.2944454683e-21	5.08192075485e-21	1.53555859571e-20	3.98356586172e-25	1.4008466153e-20	4.38174121102e-21	1.72266527709e-21	4.70241149564e-22	1.15723599132e-22
-14.00390625	1.8845381307e-22	6.64389537231e-22	2.32367561978e-21	5.12305570803e-21	1.54511569932e-20	4.52857069893e-25	1.40147632449e-20	4.37593065797e-21	1.71329085951e-21	4.67150044742e-22	1.14518308643e-22
-13.9453125	1.92075078178e-22	6.73997758408e-22	2.35365127851e-21	5.16519844525e-21	1.55498856486e-20	5.08760743346e-25	1.40226663111e-20	4.37105395457e-21	1.70435203008e-21	4.64054286284e-22	1.13317601287e-22
-13.88671875	1.95884538022e-22	6.83909237028e-22	2.38441287553e-21	5.20856411375e-21	1.56516876657e-20	5.70066148915e-25	1.40329714737e-20	4.3665871451e-21	1.69563356002e-21	4.6111331666e-22	1.12164006248e-22
-13.828125	1.99702186651e-22	6.93998786896e-22	2.41617918428e-21	5.25322166146e-21	1.57563050037e-20	6.34725213004e-25	1.40452297672e-20	4.36288306474e-21	1.68723550172e-21	4.58255458386e-22	1.11050914763e-22
-13.76953125	2.03832665304e-22	7.04605500375e-22	2.4484625986e-21	5.29876921419e-21	1.58649011422e-20	7.00821215005e-25	1.4059194977e-20	4.35997821091e-21	1.67927358703e-21	4.55414269748e-22	1.09917020835e-22
-13.7109375	2.07769863789e-22	7.1502378998e-22	2.48244867286e-21	5.34657628542e-21	1.59747566185e-20	7.81295687901e-25	1.40766973259e-20	4.35696461744e-21	1.67112333806e-21	4.52910564323e-22	1.08947989038e-22
-13.65234375	2.12415392969e-22	7.26711439405e-22	2.51568882971e-21	5.39337437021e-21	1.60922209185e-20	8.3878353295e-25	1.40926897496e-20	4.35651774887e-21	1.66446955203e-21	4.4988478848e-22	1.07707494106e-22
-13.59375	2.1618739256e-22	7.36917083258e-22	2.5531510919e-21	5.44622667322e-21	1.62045725412e-20	9.59801946606e-25	1.41183138543e-20	4.35263874342e-21	1.65558164185e-21	4.4821905436e-22	1.07107110158e-22
-13.53515625	2.21895559752e-22	7.50737494613e-22	2.58550110924e-21	5.49146296554e-21	1.63362479355e-20	9.67173009493e-25	1.41316069123e-20	4.35726967424e-21	1.65179323854e-21	4.44191690722e-22	1.05377611094e-22
-13.4765625	2.24600702352e-22	7.58987500292e-22	2.62997473874e-21	5.55451707344e-21	1.6442610211e-20	1.20627715661e-24	1.41734396055e-20	4.34809848751e-21	1.63952320586e-21	4.44705337364e-22	1.05766656774e-22
-13.41796875	2.33033492304e-22	7.78116527997e-22	2.65563371838e-21	5.58961410351e-21	1.66039395411e-20	1.03072865953e-24	1.41702061497e-20	4.36537906103e-21	1.64311182457e-21	4.3739544754e-22	1.02486309096e-22
-13.359375	2.31842485413e-22	7.79040701347e-22	2.71753371253e-21	5.67806934332e-21	1.66785089907e-20	1.64384823694e-24	1.4252290582e-20	4.33785553007e-21	1.61962506518e-21	4.44013992206e-22	1.05704128492e-22
