-127.75 	 2.56807014764e-23 	 -0 	 -0 
-127.50 	 2.32367342984e-23 	 -0 	 -0 
-127.25 	 2.56812640974e-23 	 -0 	 -0 
-127.00 	 2.83818374549e-23 	 -0 	 -0 
-126.75 	 3.13670683826e-23 	 -0 	 -0 
-126.50 	 3.46647667513e-23 	 -0 	 -0 
-126.25 	 3.83125768185e-23 	 -0 	 -0 
-126.00 	 4.23401885268e-23 	 -0 	 -0 
-125.75 	 4.67935847423e-23 	 -0 	 -0 
-125.50 	 5.17144412028e-23 	 -0 	 -0 
-125.25 	 5.71545629398e-23 	 -0 	 -0 
-125.00 	 6.3165022009e-23 	 -0 	 -0 
-124.75 	 6.98085299401e-23 	 -0 	 -0 
-124.50 	 7.71499021804e-23 	 -0 	 -0 
-124.25 	 8.52637257632e-23 	 -0 	 -0 
-124.00 	 9.42314893751e-23 	 -0 	 -0 
-123.75 	 1.04140397149e-22 	 -0 	 -0 
-123.50 	 1.15093893992e-22 	 -0 	 -0 
-123.25 	 1.27200312952e-22 	 -0 	 -0 
-123.00 	 1.40574991686e-22 	 -0 	 -0 
-122.75 	 1.55361379752e-22 	 -0 	 -0 
-122.50 	 1.71700736284e-22 	 -0 	 -0 
-122.25 	 1.89758899591e-22 	 -0 	 -0 
-122.00 	 2.09715430705e-22 	 -0 	 -0 
-121.75 	 2.31771100697e-22 	 -0 	 -0 
-121.50 	 2.56145013613e-22 	 -0 	 -0 
-121.25 	 2.83085752693e-22 	 -0 	 -0 
-121.00 	 3.1285762482e-22 	 -0 	 -0 
-120.75 	 3.45762174517e-22 	 -0 	 -0 
-120.50 	 3.82124386333e-22 	 -0 	 -0 
-120.25 	 4.22314160026e-22 	 -0 	 -0 
-120.00 	 4.66730260617e-22 	 -0 	 -0 
-119.75 	 5.15814724113e-22 	 -0 	 -0 
-119.50 	 5.70065950397e-22 	 -0 	 -0 
-119.25 	 6.30020024803e-22 	 -0 	 -0 
-119.00 	 6.96277992035e-22 	 -0 	 -0 
-118.75 	 7.69507862848e-22 	 -0 	 -0 
-118.50 	 8.50436767001e-22 	 -0 	 -0 
-118.25 	 9.39877890664e-22 	 -0 	 -0 
-118.00 	 1.03872704897e-21 	 -0 	 -0 
-117.75 	 1.14796932789e-21 	 -0 	 -0 
-117.50 	 1.26870333206e-21 	 -0 	 -0 
-117.25 	 1.40213830507e-21 	 -0 	 -0 
-117.00 	 1.54959646259e-21 	 -0 	 -0 
-116.75 	 1.71256886826e-21 	 -0 	 -0 
-116.50 	 1.89268064342e-21 	 -0 	 -0 
-116.25 	 2.09173774743e-21 	 -0 	 -0 
-116.00 	 2.31173161088e-21 	 -0 	 -0 
-115.75 	 2.55485196217e-21 	 -0 	 -0 
-115.50 	 2.8235512782e-21 	 -0 	 -0 
-115.25 	 3.12050944694e-21 	 -0 	 -0 
-115.00 	 3.44869577844e-21 	 -0 	 -0 
-114.75 	 3.81139602458e-21 	 -0 	 -0 
-114.50 	 4.21224399139e-21 	 -0 	 -0 
-114.25 	 4.65525167458e-21 	 -0 	 -0 
-114.00 	 5.14484903553e-21 	 -0 	 -0 
-113.75 	 5.68593887115e-21 	 -0 	 -0 
-113.50 	 6.28393316374e-21 	 -0 	 -0 
-113.25 	 6.94481509466e-21 	 -0 	 -0 
-113.00 	 7.67520920577e-21 	 -0 	 -0 
-112.75 	 8.48242173109e-21 	 -0 	 -0 
-112.50 	 9.37452421969e-21 	 -0 	 -0 
-112.25 	 1.03604519016e-20 	 -0 	 -0 
-112.00 	 1.14500686142e-20 	 -0 	 -0 
-111.75 	 1.26542822622e-20 	 -0 	 -0 
-111.50 	 1.39851491874e-20 	 -0 	 -0 
-111.25 	 1.54559818337e-20 	 -0 	 -0 
-111.00 	 1.7081495436e-20 	 -0 	 -0 
-110.75 	 1.88779727985e-20 	 -0 	 -0 
-110.50 	 2.08633871362e-20 	 -0 	 -0 
-110.25 	 2.30576026262e-20 	 -0 	 -0 
-110.00 	 2.54826053702e-20 	 -0 	 -0 
-109.75 	 2.81626304546e-20 	 -0 	 -0 
-109.50 	 3.11245269248e-20 	 -0 	 -0 
-109.25 	 3.43979190669e-20 	 -0 	 -0 
-109.00 	 3.80155799375e-20 	 -0 	 -0 
-108.75 	 4.20137122079e-20 	 -0 	 -0 
-108.50 	 4.64323309705e-20 	 -0 	 -0 
-108.25 	 5.1315660356e-20 	 -0 	 -0 
-108.00 	 5.67125945657e-20 	 -0 	 -0 
-107.75 	 6.26771060488e-20 	 -0 	 -0 
-107.50 	 6.92689072516e-20 	 -0 	 -0 
-107.25 	 7.65539861404e-20 	 -0 	 -0 
-107.00 	 8.46052403196e-20 	 -0 	 -0 
-106.75 	 9.35032577065e-20 	 -0 	 -0 
-106.50 	 1.03337070357e-19 	 -0 	 -0 
-106.25 	 1.14205112453e-19 	 -0 	 -0 
-106.00 	 1.26216189305e-19 	 -0 	 -0 
-105.75 	 1.39490437406e-19 	 -0 	 -0 
-105.50 	 1.54160794527e-19 	 -0 	 -0 
-105.25 	 1.70374015565e-19 	 -0 	 -0 
-105.00 	 1.88292420226e-19 	 -0 	 -0 
-104.75 	 2.08095295601e-19 	 -0 	 -0 
-104.50 	 2.29980869784e-19 	 -0 	 -0 
-104.25 	 2.54168163049e-19 	 -0 	 -0 
-104.00 	 2.8089929671e-19 	 -0 	 -0 
-103.75 	 3.10441711348e-19 	 -0 	 -0 
-103.50 	 3.43091165609e-19 	 -0 	 -0 
-103.25 	 3.79174369009e-19 	 -0 	 -0 
-103.00 	 4.1905248738e-19 	 -0 	 -0 
-102.75 	 4.63124635451e-19 	 -0 	 -0 
-102.50 	 5.11831844777e-19 	 -0 	 -0 
-102.25 	 5.65661630655e-19 	 -0 	 -0 
-102.00 	 6.25152911653e-19 	 -0 	 -0 
-101.75 	 6.90900725764e-19 	 -0 	 -0 
-101.50 	 7.63563444987e-19 	 -0 	 -0 
-101.25 	 8.43868074181e-19 	 -0 	 -0 
-101.00 	 9.32618489558e-19 	 -0 	 -0 
-100.75 	 1.03070279431e-18 	 -0 	 -0 
-100.50 	 1.13910277087e-18 	 -0 	 -0 
-100.25 	 1.25890325119e-18 	 -0 	 -0 
-100.00 	 1.39130338263e-18 	 -0 	 -0 
-99.75 	 1.53762793276e-18 	 -0 	 -0 
-99.50 	 1.6993416543e-18 	 -0 	 -0 
-99.25 	 1.87806306714e-18 	 -0 	 -0 
-99.00 	 2.07558069654e-18 	 -0 	 -0 
-98.75 	 2.29387136896e-18 	 -0 	 -0 
-98.50 	 2.53511979304e-18 	 -0 	 -0 
-98.25 	 2.80174079597e-18 	 -0 	 -0 
-98.00 	 3.09640243366e-18 	 -0 	 -0 
-97.75 	 3.42205400293e-18 	 -0 	 -0 
-97.50 	 3.78195441925e-18 	 -0 	 -0 
-97.25 	 4.17970592645e-18 	 -0 	 -0 
-97.00 	 4.61928973296e-18 	 -0 	 -0 
-96.75 	 5.10510451758e-18 	 -0 	 -0 
-96.50 	 5.64201322552e-18 	 -0 	 -0 
-96.25 	 6.23538884525e-18 	 -0 	 -0 
-96.00 	 6.89117063089e-18 	 -0 	 -0 
-95.75 	 7.61592135259e-18 	 -0 	 -0 
-95.50 	 8.41689444923e-18 	 -0 	 -0 
-95.25 	 9.3021069054e-18 	 -0 	 -0 
-95.00 	 1.02804182068e-17 	 -0 	 -0 
-94.75 	 1.13616191569e-17 	 -0 	 -0 
-94.50 	 1.25565310098e-17 	 -0 	 -0 
-94.25 	 1.38771128827e-17 	 -0 	 -0 
-94.00 	 1.53365816961e-17 	 -0 	 -0 
-93.75 	 1.6949543762e-17 	 -0 	 -0 
-93.50 	 1.87321430031e-17 	 -0 	 -0 
-93.25 	 2.07022198805e-17 	 -0 	 -0 
-93.00 	 2.28794914954e-17 	 -0 	 -0 
-92.75 	 2.5285748609e-17 	 -0 	 -0 
-92.50 	 2.79450740023e-17 	 -0 	 -0 
-92.25 	 3.08840831994e-17 	 -0 	 -0 
-92.00 	 3.41321907421e-17 	 -0 	 -0 
-91.75 	 3.77219044092e-17 	 -0 	 -0 
-91.50 	 4.1689151516e-17 	 -0 	 -0 
-91.25 	 4.60736375098e-17 	 -0 	 -0 
-91.00 	 5.09192447466e-17 	 -0 	 -0 
-90.75 	 5.62744686635e-17 	 -0 	 -0 
-90.50 	 6.21929055058e-17 	 -0 	 -0 
-90.25 	 6.87337909067e-17 	 -0 	 -0 
-90.00 	 7.59625867636e-17 	 -0 	 -0 
-89.75 	 8.39516416906e-17 	 -0 	 -0 
-89.50 	 9.27809123714e-17 	 -0 	 -0 
-89.25 	 1.02538765936e-16 	 -0 	 -0 
-89.00 	 1.13322863498e-16 	 -0 	 -0 
-88.75 	 1.25241132701e-16 	 -0 	 -0 
-88.50 	 1.38412857687e-16 	 -0 	 -0 
-88.25 	 1.52969865537e-16 	 -0 	 -0 
-88.00 	 1.69057846425e-16 	 -0 	 -0 
-87.75 	 1.86837815696e-16 	 -0 	 -0 
-87.50 	 2.06487719158e-16 	 -0 	 -0 
-87.25 	 2.28204222065e-16 	 -0 	 -0 
-87.00 	 2.52204671026e-16 	 -0 	 -0 
-86.75 	 2.78729267387e-16 	 -0 	 -0 
-86.50 	 3.08043478978e-16 	 -0 	 -0 
-86.25 	 3.40440695484e-16 	 -0 	 -0 
-86.00 	 3.7624515646e-16 	 -0 	 -0 
-85.75 	 4.15815205042e-16 	 -0 	 -0 
-85.50 	 4.59546870856e-16 	 -0 	 -0 
-85.25 	 5.07877836438e-16 	 -0 	 -0 
-85.00 	 5.61291816936e-16 	 -0 	 -0 
-84.75 	 6.20323392733e-16 	 -0 	 -0 
-84.50 	 6.85563371939e-16 	 -0 	 -0 
-84.25 	 7.5766470305e-16 	 -0 	 -0 
-84.00 	 8.3734899584e-16 	 -0 	 -0 
-83.75 	 9.25413757538e-16 	 -0 	 -0 
-83.50 	 1.02274037099e-15 	 -0 	 -0 
-83.25 	 1.13030291555e-15 	 -0 	 -0 
-83.00 	 1.24917791191e-15 	 -0 	 -0 
-82.75 	 1.38055510035e-15 	 -0 	 -0 
-82.50 	 1.5257493442e-15 	 -0 	 -0 
-82.25 	 1.68621380322e-15 	 -0 	 -0 
-82.00 	 1.86355446016e-15 	 -0 	 -0 
-81.75 	 2.05954619457e-15 	 -0 	 -0 
-81.50 	 2.27615055326e-15 	 -0 	 -0 
-81.25 	 2.51553539687e-15 	 -0 	 -0 
-81.00 	 2.7800965681e-15 	 -0 	 -0 
-80.75 	 3.07248187491e-15 	 -0 	 -0 
-80.50 	 3.39561761148e-15 	 -0 	 -0 
-80.25 	 3.75273783716e-15 	 -0 	 -0 
-80.00 	 4.14741671714e-15 	 -0 	 -0 
-79.75 	 4.58360434387e-15 	 -0 	 -0 
-79.50 	 5.06566621439e-15 	 -0 	 -0 
-79.25 	 5.5984269847e-15 	 -0 	 -0 
-79.00 	 6.18721869845e-15 	 -0 	 -0 
-78.75 	 6.83793416836e-15 	 -0 	 -0 
-78.50 	 7.55708597361e-15 	 -0 	 -0 
-78.25 	 8.35187164412e-15 	 -0 	 -0 
-78.00 	 9.23024566058e-15 	 -0 	 -0 
-77.75 	 1.02009990718e-14 	 -0 	 -0 
-77.50 	 1.12738474963e-14 	 -0 	 -0 
-77.25 	 1.24595283891e-14 	 -0 	 -0 
-77.00 	 1.3769908436e-14 	 -0 	 -0 
-76.75 	 1.52181023472e-14 	 -0 	 -0 
-76.50 	 1.6818604135e-14 	 -0 	 -0 
-76.25 	 1.8587432174e-14 	 -0 	 -0 
-76.00 	 2.05422894812e-14 	 -0 	 -0 
-75.75 	 2.27027409275e-14 	 -0 	 -0 
